lon,lat,Unknown.species_AllData_Full logistic values
-143.020831404767,64.7291731717085,7.74479E-10
-143.104164742447,64.6458398340291,7.74479E-10
-141.937498014935,64.6458398340291,5.123438E-9
-143.97916478808,64.5625064963496,7.74479E-10
-144.354164807638,64.5208398275099,1.8889112E-9
-142.812498060569,64.5208398275099,5.123438E-9
-141.395831320019,64.5208398275099,2.8553523E-10
-141.895831346095,64.3958398209907,5.123438E-9
-141.854164677256,64.2708398144716,5.123438E-9
-143.229164748966,64.1458398079524,7.74479E-10
-145.104164846752,64.1041731391127,3.3103905E-8
-143.562498099683,64.1041731391127,5.123438E-9
-140.395831267866,64.1041731391127,9.150871E-9
-144.06249812576,64.0208398014332,1.8889112E-9
-140.187497923668,64.0208398014332,5.9258035E-8
-139.979164579469,64.0208398014332,1.2360687E-7
-139.562497891072,63.9375064637538,1.2360687E-7
-143.729164775042,63.8541731260744,1.6269976E-8
-140.895831293943,63.8541731260744,4.2689263E-10
-145.729164879348,63.8125064572346,7.145455E-7
-146.312498243103,63.7708397883949,1.6297234E-6
-145.312498190951,63.7708397883949,7.577041E-8
-139.229164540355,63.7708397883949,4.0188846E-7
-144.687498158355,63.7291731195552,3.3103905E-8
-144.479164814157,63.6875064507155,1.6269976E-8
-144.437498145317,63.6875064507155,1.6269976E-8
-143.520831430844,63.6875064507155,9.150871E-9
-139.062497864996,63.6875064507155,7.145455E-7
-146.395831580783,63.6458397818757,2.463557E-7
-144.229164801119,63.6458397818757,9.150871E-9
-141.22916464466,63.6458397818757,5.123438E-9
-139.687497897591,63.6458397818757,2.1976929E-7
-145.43749819747,63.5625064441963,7.577041E-8
-143.187498080126,63.5625064441963,1.8889112E-9
-142.437498041011,63.5625064441963,5.123438E-9
-141.395831320019,63.5625064441963,5.123438E-9
-139.395831215713,63.5625064441963,1.2360687E-7
-147.229164957577,63.5208397753566,4.7666984E-7
-145.729164879348,63.5208397753566,7.577041E-8
-144.979164840233,63.5208397753566,3.75198E-9
-142.187498027973,63.5208397753566,5.123438E-9
-138.770831183118,63.5208397753566,6.0751056E-8
-141.979164683775,63.4791731065169,5.123438E-9
-141.145831306981,63.4791731065169,9.150871E-9
-138.729164514278,63.4791731065169,4.0188846E-7
-146.395831580783,63.3958397688374,4.0428714E-7
-141.145831306981,63.3541730999977,9.150871E-9
-144.479164814157,63.312506431158,1.3392275E-8
-142.64583138521,63.312506431158,5.123438E-9
-142.60416471637,63.2708397623182,9.1093195E-9
-141.145831306981,63.2708397623182,9.150871E-9
-140.479164605546,63.2708397623182,9.150871E-9
-147.395831632936,63.2291730934785,9.082654E-8
-142.562498047531,63.2291730934785,5.123438E-9
-146.395831580783,63.1875064246388,7.577041E-8
-140.479164605546,63.1875064246388,9.150871E-9
-146.437498249623,63.1458397557991,7.577041E-8
-146.145831567745,63.1458397557991,7.577041E-8
-143.395831424325,63.1458397557991,1.3832816E-9
-137.10416442953,63.1458397557991,1.2360687E-7
-147.645831645974,63.1041730869594,1.7778677E-7
-140.229164592507,63.1041730869594,9.150871E-9
-138.604164507759,63.1041730869594,1.2360687E-7
-146.062498230065,63.0625064181196,1.6073007E-7
-137.06249776069,63.0625064181196,1.2360687E-7
-144.270831469958,63.0208397492799,1.3832816E-9
-140.104164585988,63.0208397492799,9.150871E-9
-138.104164481683,63.0208397492799,1.2360687E-7
-137.14583109837,63.0208397492799,1.2360687E-7
-139.354164546874,62.9791730804402,2.1436998E-7
-147.104164951058,62.9375064116005,2.7935068E-8
-143.687498106202,62.9375064116005,9.150871E-9
-146.979164944539,62.8958397427607,5.9258035E-8
-144.02083145692,62.8958397427607,1.3392275E-8
-148.395831685088,62.854173073921,3.9618262E-5
-144.437498145317,62.854173073921,9.150871E-9
-138.187497819362,62.854173073921,1.2360687E-7
-135.270831000583,62.854173073921,1.6269976E-8
-145.39583152863,62.8125064050813,2.4820606E-8
-136.562497734614,62.8125064050813,4.0303032E-8
-136.020831039698,62.8125064050813,9.150871E-9
-144.729164827195,62.7708397362416,9.150871E-9
-139.312497878034,62.7708397362416,9.150871E-9
-135.72916435782,62.7708397362416,1.6269976E-8
-135.520831013621,62.7708397362416,1.6269976E-8
-143.395831424325,62.7291730674019,2.0680906E-9
-134.39583095495,62.7291730674019,9.150871E-9
-145.562498203989,62.6875063985621,2.4820606E-8
-145.520831535149,62.6875063985621,2.4820606E-8
-144.395831476477,62.6458397297224,9.150871E-9
-144.270831469958,62.6458397297224,5.9258035E-8
-134.979164318705,62.6458397297224,1.3832816E-9
-150.062498438676,62.6041730608827,0.0037916068
-139.937497910629,62.6041730608827,9.150871E-9
-138.729164514278,62.6041730608827,5.9258035E-8
-138.687497845439,62.6041730608827,5.9258035E-8
-145.062498177912,62.562506392043,9.150871E-9
-144.937498171393,62.562506392043,9.150871E-9
-142.729164722889,62.562506392043,1.3392275E-8
-141.520831326538,62.562506392043,9.150871E-9
-137.187497767209,62.562506392043,5.9258035E-8
-135.604164351301,62.562506392043,9.150871E-9
-150.104165107516,62.5208397232032,0.005027501
-148.479165022768,62.5208397232032,2.8187907E-5
-146.81249826918,62.5208397232032,9.150871E-9
-147.770831652493,62.4791730543635,2.6391233E-5
-140.645831280904,62.4791730543635,9.150871E-9
-137.854164468645,62.4375063855238,5.7663216E-9
-133.479164240476,62.4375063855238,2.0164875E-6
-145.895831554706,62.3958397166841,9.150871E-9
-146.479164918462,62.3541730478444,9.150871E-9
-137.479164449087,62.3541730478444,5.7663216E-9
-137.312497773728,62.3541730478444,1.2231969E-8
-133.687497584675,62.3541730478444,2.7935068E-8
-146.687498262661,62.3125063790046,1.3832816E-9
-135.77083102666,62.3125063790046,9.150871E-9
-133.020830883239,62.3125063790046,2.7935068E-8
-148.645831698127,62.2708397101649,2.4572734E-4
-144.687498158355,62.2708397101649,5.9258035E-8
-139.354164546874,62.2708397101649,9.150871E-9
-133.062497552079,62.2708397101649,2.7935068E-8
-145.604164872829,62.2291730413252,9.150871E-9
-143.604164768523,62.2291730413252,1.2434462E-7
-140.687497949744,62.2291730413252,9.150871E-9
-139.604164559912,62.2291730413252,9.150871E-9
-138.979164527316,62.2291730413252,9.150871E-9
-141.437497988859,62.1875063724855,9.716073E-8
-139.104164533836,62.1875063724855,9.150871E-9
-136.604164403454,62.1875063724855,2.8553523E-10
-134.979164318705,62.1875063724855,9.150871E-9
-147.520831639455,62.1458397036457,1.9612855E-5
-146.104164898905,62.1458397036457,9.150871E-9
-145.687498210508,62.1458397036457,9.150871E-9
-140.729164618584,62.1458397036457,1.18709425E-8
-135.145830994064,62.1458397036457,9.150871E-9
-134.479164292629,62.1458397036457,2.0680906E-9
-147.937498327852,62.104173034806,1.4949618E-4
-145.104164846752,62.104173034806,9.150871E-9
-143.395831424325,62.104173034806,5.711761E-7
-138.312497825881,62.104173034806,1.8889112E-9
-136.020831039698,62.104173034806,9.150871E-9
-151.354165172707,62.0625063659663,9.684576E-5
-151.020831821989,62.0625063659663,1.4809304E-4
-147.270831626417,62.0625063659663,3.737168E-6
-141.18749797582,62.0625063659663,1.6130569E-7
-132.229164175285,62.0625063659663,2.0680906E-9
-151.479165179226,62.0208396971266,7.734146E-4
-144.562498151836,62.0208396971266,2.7935068E-8
-140.187497923668,62.0208396971266,2.0680906E-9
-135.437497675942,62.0208396971266,9.150871E-9
-132.89583087672,62.0208396971266,2.0680906E-9
-151.479165179226,61.9791730282869,3.0879988E-4
-150.854165146631,61.9791730282869,0.0018942757
-145.270831522111,61.9791730282869,1.4207255E-8
-142.895831398248,61.9791730282869,9.48263E-7
-137.14583109837,61.9791730282869,2.7644165E-9
-132.437497519484,61.9791730282869,9.150871E-9
-151.854165198783,61.9375063594471,3.294625E-4
-148.270831678569,61.9375063594471,7.299615E-4
-146.229164905424,61.9375063594471,2.8091744E-9
-145.104164846752,61.9375063594471,1.4207255E-8
-140.312497930187,61.9375063594471,2.6828246E-9
-137.770831130965,61.9375063594471,2.7644165E-9
-135.020830987545,61.9375063594471,9.150871E-9
-149.270831730722,61.8958396906074,9.1209274E-4
-148.22916500973,61.8958396906074,7.299615E-4
-141.22916464466,61.8958396906074,2.917941E-7
-139.687497897591,61.8958396906074,9.150871E-9
-147.312498295256,61.8541730217677,2.2686138E-5
-147.229164957577,61.8541730217677,2.2686138E-5
-132.645830863682,61.8541730217677,1.3832816E-9
-147.229164957577,61.812506352928,5.8624868E-5
-146.229164905424,61.812506352928,6.291782E-9
-141.479164657698,61.812506352928,2.917941E-7
-139.604164559912,61.812506352928,2.0680906E-9
-138.187497819362,61.812506352928,2.7644165E-9
-150.93749848431,61.7708396840882,0.0018942757
-145.520831535149,61.7708396840882,1.4207255E-8
-145.39583152863,61.7708396840882,2.8091744E-9
-140.979164631622,61.7708396840882,2.917941E-7
-140.312497930187,61.7708396840882,4.8507474E-9
-152.562498569058,61.7291730152485,2.081649E-4
-140.687497949744,61.7291730152485,5.217505E-8
-134.020830935392,61.7291730152485,6.202019E-7
-142.937498067088,61.6875063464088,1.4373117E-4
-142.60416471637,61.6875063464088,1.0688428E-4
-139.770831235271,61.6875063464088,4.6349315E-9
-138.229164488202,61.6875063464088,7.489763E-8
-135.68749768898,61.6875063464088,9.150871E-9
-134.229164279591,61.6875063464088,1.3392275E-8
-149.5624984126,61.6458396775691,9.3265995E-4
-139.395831215713,61.6458396775691,9.150871E-9
-148.854165042325,61.6041730087294,0.0024043664
-143.812498112721,61.6041730087294,3.4413204E-4
-142.729164722889,61.6041730087294,0.002224642
-141.354164651179,61.6041730087294,2.986977E-6
-137.645831124446,61.6041730087294,2.7644165E-9
-137.270831104889,61.6041730087294,2.7644165E-9
-136.270831052736,61.6041730087294,1.3832816E-9
-135.312497669423,61.6041730087294,9.150871E-9
-149.729165087959,61.5625063398896,0.0023610876
-143.354164755485,61.5625063398896,0.0016859487
-142.64583138521,61.5625063398896,8.308986E-4
-141.479164657698,61.5625063398896,1.5938074E-4
-140.812497956263,61.5625063398896,5.5336403E-7
-140.354164599026,61.5625063398896,2.2544698E-7
-147.562498308294,61.5208396710499,3.595777E-4
-134.479164292629,61.5208396710499,9.150871E-9
-132.812497539041,61.5208396710499,1.3392275E-8
-132.645830863682,61.5208396710499,2.0680906E-9
-130.062497395621,61.5208396710499,1.2554392E-8
-152.812498582097,61.4791730022102,4.39812E-4
-146.645831593821,61.4791730022102,2.5883835E-4
-145.812498217027,61.4791730022102,6.082223E-5
-142.770831391729,61.4791730022102,8.308986E-4
-140.229164592507,61.4791730022102,3.7428578E-7
-139.312497878034,61.4791730022102,9.150871E-9
-138.395831163561,61.4791730022102,1.3392275E-8
-137.604164455606,61.4791730022102,2.7644165E-9
-147.229164957577,61.4375063333705,3.595777E-4
-133.937497597713,61.4375063333705,2.7935068E-8
-130.895830772415,61.4375063333705,1.2554392E-8
-148.895831711165,61.3958396645307,0.009437314
-146.020831561226,61.3958396645307,1.19048455E-4
-144.354164807638,61.3958396645307,2.6817655E-4
-130.895830772415,61.3958396645307,3.3659994E-8
-153.312498608173,61.354172995691,3.3326683E-4
-150.187498445195,61.354172995691,0.00392702
-140.645831280904,61.354172995691,3.7052574E-5
-139.229164540355,61.354172995691,2.0680906E-9
-138.4374978324,61.354172995691,1.3392275E-8
